Invoice_ID,Customer_ID,Customer_Name,Customer_Segment,Region,Invoice_Date,Due_Date,Invoice_Amount,Amount_Paid,Payment_Date,Payment_Status,Invoice_Category,Sales_Rep,Dispute_Flag,Dispute_Reason,Outstanding_Amount,Days_To-Pay,Days_Overdue,Aging_Bucket,Recovery_Priority
INV-0281,CUST-041,Iyer & Associates,SME,Chennai,03-12-2024,02-01-2025,42204,42204,28-12-2024,Paid,Maintenance Contract,Amit Verma,No,,0,25,0,Current,None
INV-0282,CUST-042,Reddy Infrastructure Projects,SME,Chennai,29-08-2024,28-09-2024,18031,18031,12-09-2024,Paid,Consulting,Priya Sharma,No,,0,14,0,Current,None
INV-0283,CUST-043,Nair Maritime Agencies,SME,Chennai,19-02-2025,21-03-2025,34187,34187,05-05-2025,Late_Paid,Product Sale,Rahul Nair,No,,0,75,0,Current,None
INV-0284,CUST-044,Menon Biotech Labs,SME,Chennai,11-01-2025,10-02-2025,13650,10101,04-02-2025,Partial,Service Fee,Sneha Patel,No,,3549,24,140,90+ Days,Critical - Escalate Now
INV-0285,CUST-045,Naidu Electrical Systems,SME,Chennai,17-01-2025,16-02-2025,34601,16262.47,22-02-2025,Partial,Annual License,Vikram Joshi,No,,18338.53,36,134,90+ Days,Critical - Escalate Now
INV-0286,CUST-046,Rao Automotive Components,SME,Chennai,10-09-2024,10-10-2024,25003,13001.56,12-10-2024,Partial,Annual License,Anita Reddy,No,,12001.44,32,263,90+ Days,Critical - Escalate Now
INV-0287,CUST-047,Krishnan Textile Mill,SME,Chennai,20-03-2024,19-04-2024,34189,26667.42,27-04-2024,Partial,Product Sale,Karan Mehta,No,,7521.58,38,437,90+ Days,Critical - Escalate Now
INV-0288,CUST-048,Subramaniam Exports Pvt Ltd,SME,Chennai,26-07-2024,25-08-2024,43265,43265,10-08-2024,Paid,Service Fee,Divya Singh,No,,0,15,0,Current,None
INV-0289,CUST-049,Pillai Logistics Group,SME,Chennai,28-03-2025,27-04-2025,45753,45753,02-06-2025,Late_Paid,Annual License,Amit Verma,No,,0,66,0,Current,None
INV-0290,CUST-050,Venkatesh Engineering Corp,SME,Chennai,01-04-2025,01-05-2025,16361,16361,07-06-2025,Late_Paid,Service Fee,Priya Sharma,No,,0,67,0,Current,None
INV-0291,CUST-051,Srinivasan Polymers,SME,Hyderabad,12-04-2025,12-05-2025,12849,12849,10-05-2025,Paid,Maintenance Contract,Rahul Nair,No,,0,28,0,Current,None
INV-0292,CUST-052,Gowda Agri-Business,SME,Hyderabad,09-02-2025,11-03-2025,39964,39964,04-03-2025,Paid,Service Fee,Sneha Patel,No,,0,23,0,Current,None
INV-0293,CUST-053,Ranganathan Softwares,SME,Hyderabad,16-02-2024,17-03-2024,47140,47140,25-03-2024,Late_Paid,Annual License,Vikram Joshi,No,,0,38,0,Current,None
INV-0294,CUST-054,Sivanandam Trading Co.,SME,Hyderabad,28-01-2025,27-02-2025,35334,0,,Overdue,Service Fee,Anita Reddy,No,,35334,,123,90+ Days,Critical - Escalate Now
INV-0295,CUST-055,Balakrishnan Real Estate,SME,Hyderabad,06-03-2025,05-04-2025,47785,47785,04-05-2025,Late_Paid,Consulting,Karan Mehta,No,,0,59,0,Current,None
INV-0296,CUST-056,Ramani Manufacturing,SME,Hyderabad,23-03-2024,22-04-2024,45059,45059,31-03-2024,Paid,Maintenance Contract,Divya Singh,No,,0,8,0,Current,None
INV-0297,CUST-057,Vijayalakshmi Heavy Industries,SME,Hyderabad,22-01-2025,21-02-2025,48163,0,,Overdue,Product Sale,Amit Verma,No,,48163,,129,90+ Days,Critical - Escalate Now
INV-0298,CUST-058,Jayaraman Logistics,SME,Hyderabad,01-11-2024,01-12-2024,29336,12614.48,18-11-2024,Partial,Annual License,Priya Sharma,No,,16721.52,17,211,90+ Days,Critical - Escalate Now
INV-0299,CUST-059,Thomas Marine Eng,SME,Hyderabad,16-04-2025,16-05-2025,37946,37946,14-05-2025,Paid,Service Fee,Rahul Nair,No,,0,28,0,Current,None
INV-0300,CUST-060,Sunder Rao Traders,SME,Hyderabad,02-02-2024,03-03-2024,45749,45749,07-02-2024,Paid,Annual License,Sneha Patel,No,,0,5,0,Current,None
INV-0301,CUST-061,Bharat Industrial Supplies,Retail,Ahmedabad,30-07-2024,29-08-2024,2547,2547,23-08-2024,Paid,Consulting,Vikram Joshi,No,,0,24,0,Current,None
INV-0302,CUST-062,Coastal Shipping & Logistics,Retail,Ahmedabad,07-09-2024,07-10-2024,8641,8641,19-09-2024,Paid,Consulting,Anita Reddy,No,,0,12,0,Current,None
INV-0303,CUST-063,Summit Engineering Services,Retail,Ahmedabad,10-08-2024,09-09-2024,8481,3731.64,29-08-2024,Partial,Service Fee,Karan Mehta,No,,4749.36,19,294,90+ Days,Critical - Escalate Now
INV-0304,CUST-064,Apex Mercantile Group,Retail,Ahmedabad,22-11-2024,22-12-2024,7417,3856.84,06-12-2024,Partial,Service Fee,Divya Singh,No,,3560.16,14,190,90+ Days,Critical - Escalate Now
INV-0305,CUST-065,Horizon Agri-Tech,Retail,Ahmedabad,14-08-2024,13-09-2024,2626,2626,05-09-2024,Paid,Product Sale,Amit Verma,No,,0,22,0,Current,None
INV-0306,CUST-066,Prime Steel Fabricators,Retail,Ahmedabad,28-06-2024,28-07-2024,4135,4135,02-09-2024,Late_Paid,Annual License,Priya Sharma,No,,0,66,0,Current,None
INV-0307,CUST-067,Unity Wholesale Distributors,Retail,Ahmedabad,18-12-2024,17-01-2025,4300,4300,02-01-2025,Paid,Annual License,Rahul Nair,No,,0,15,0,Current,None
INV-0308,CUST-068,Zenith Chemical Solutions,Retail,Ahmedabad,22-02-2025,24-03-2025,2976,2976,02-05-2025,Late_Paid,Service Fee,Sneha Patel,No,,0,69,0,Current,None
INV-0309,CUST-069,Dynamic Infrastructure Pvt Ltd,Retail,Ahmedabad,03-09-2024,03-10-2024,2875,2875,22-09-2024,Paid,Service Fee,Vikram Joshi,No,,0,19,0,Current,None
INV-0310,CUST-070,Global Trade Connect,Retail,Ahmedabad,26-02-2025,28-03-2025,6331,6331,17-04-2025,Late_Paid,Consulting,Anita Reddy,No,,0,50,0,Current,None
INV-0311,CUST-071,Legacy Building Materials,Retail,Kolkata,27-07-2024,26-08-2024,4885,4885,23-09-2024,Late_Paid,Consulting,Karan Mehta,No,,0,58,0,Current,None
INV-0312,CUST-072,Elite Retail Solutions,Retail,Kolkata,14-07-2024,13-08-2024,9716,9716,07-08-2024,Paid,Annual License,Divya Singh,No,,0,24,0,Current,None
INV-0313,CUST-073,Vantage Construction Co.,Retail,Kolkata,15-03-2024,14-04-2024,6806,6806,26-03-2024,Paid,Consulting,Amit Verma,No,,0,11,0,Current,None
INV-0314,CUST-074,Metro Freight Forwarders,Retail,Kolkata,06-11-2024,06-12-2024,4519,2801.78,16-12-2024,Partial,Service Fee,Priya Sharma,No,,1717.22,40,206,90+ Days,Critical - Escalate Now
INV-0315,CUST-075,Standard Electrical Industries,Retail,Kolkata,09-10-2024,08-11-2024,7804,0,,Disputed,Consulting,Rahul Nair,Yes,Goods Not Received,7804,,234,90+ Days,High - Legal Review
INV-0316,CUST-076,Integrated Logistics Partners,Retail,Kolkata,13-05-2024,12-06-2024,6483,0,,Overdue,Maintenance Contract,Sneha Patel,No,,6483,,383,90+ Days,Critical - Escalate Now
INV-0317,CUST-077,Continental Trading Syndicate,Retail,Kolkata,24-05-2025,23-06-2025,4199,4199,11-07-2025,Late_Paid,Maintenance Contract,Vikram Joshi,No,,0,48,0,Current,None
INV-0318,CUST-078,Superior Packing Systems,Retail,Kolkata,16-11-2024,16-12-2024,9329,9329,21-11-2024,Paid,Service Fee,Anita Reddy,No,,0,5,0,Current,None
INV-0319,CUST-079,Essential Agro Exports,Retail,Kolkata,03-03-2025,02-04-2025,6092,6092,15-03-2025,Paid,Maintenance Contract,Karan Mehta,No,,0,12,0,Current,None
INV-0320,CUST-080,Modern Infrastructure Consultants,Retail,Kolkata,08-09-2024,08-10-2024,6018,6018,13-11-2024,Late_Paid,Maintenance Contract,Divya Singh,No,,0,66,0,Current,None
INV-0321,CUST-001,Malhotra Construction Group,Enterprise,Mumbai,16-04-2025,16-05-2025,899342,899342,25-04-2025,Paid,Service Fee,Amit Verma,No,,0,9,0,Current,None
INV-0322,CUST-002,Khanna Electricals & Co.,Enterprise,Mumbai,15-05-2025,14-06-2025,223873,223873,21-06-2025,Late_Paid,Annual License,Priya Sharma,No,,0,37,0,Current,None
INV-0323,CUST-003,Singh Freight Carriers,Enterprise,Mumbai,07-03-2025,06-04-2025,1306546,0,,Overdue,Service Fee,Rahul Nair,No,,1306546,,85,61-90 Days,High - Manager Call
INV-0324,CUST-004,Bhatia Polymers Pvt Ltd,Enterprise,Mumbai,10-03-2024,09-04-2024,1333044,1333044,31-03-2024,Paid,Service Fee,Sneha Patel,No,,0,21,0,Current,None
INV-0325,CUST-005,Verma Associates,Enterprise,Mumbai,09-01-2024,08-02-2024,225189,0,,Overdue,Consulting,Vikram Joshi,No,,225189,,508,90+ Days,Critical - Escalate Now
INV-0326,CUST-006,Chopra Cold Storage,Enterprise,Mumbai,25-02-2025,27-03-2025,1219266,1219266,11-03-2025,Paid,Annual License,Anita Reddy,No,,0,14,0,Current,None
INV-0327,CUST-007,Sethi Textiles & Fabrics,Enterprise,Mumbai,29-05-2025,28-06-2025,1073385,1073385,09-07-2025,Late_Paid,Service Fee,Karan Mehta,No,,0,41,0,Current,None
INV-0328,CUST-008,Aggarwal Spices Trading,Enterprise,Mumbai,16-05-2024,15-06-2024,1257171,0,,Overdue,Maintenance Contract,Divya Singh,No,,1257171,,380,90+ Days,Critical - Escalate Now
INV-0329,CUST-009,Tandon Auto Parts,Enterprise,Mumbai,04-05-2024,03-06-2024,1459723,0,,Disputed,Consulting,Amit Verma,Yes,Contract Disagreement,1459723,,392,90+ Days,High - Legal Review
INV-0330,CUST-010,Gill Agricultural Implements,Enterprise,Mumbai,17-02-2024,18-03-2024,256347,0,,Overdue,Product Sale,Priya Sharma,No,,256347,,469,90+ Days,Critical - Escalate Now
INV-0331,CUST-011,Dhawan Pharmaceuticals,Mid-Market,Pune,23-01-2025,22-02-2025,112115,112115,08-04-2025,Late_Paid,Product Sale,Rahul Nair,No,,0,75,0,Current,None
INV-0332,CUST-012,Rawat Real Estate,Mid-Market,Pune,16-10-2024,15-11-2024,147787,0,,Overdue,Maintenance Contract,Sneha Patel,No,,147787,,227,90+ Days,Critical - Escalate Now
INV-0333,CUST-013,Jain Packaging Solutions,Mid-Market,Pune,24-01-2024,23-02-2024,128606,0,,Overdue,Maintenance Contract,Vikram Joshi,No,,128606,,493,90+ Days,Critical - Escalate Now
INV-0334,CUST-014,Kapur Infrastructure,Mid-Market,Pune,14-10-2024,13-11-2024,166277,166277,29-10-2024,Paid,Service Fee,Anita Reddy,No,,0,15,0,Current,None
INV-0335,CUST-015,Sahni Hospitality Services,Mid-Market,Pune,31-07-2024,30-08-2024,87162,87162,14-08-2024,Paid,Product Sale,Karan Mehta,No,,0,14,0,Current,None
INV-0336,CUST-016,Bakshi Steel Syndicate,Mid-Market,Pune,03-09-2024,03-10-2024,195816,195816,29-10-2024,Late_Paid,Annual License,Divya Singh,No,,0,56,0,Current,None
INV-0337,CUST-017,Sachdeva Marketing Agency,Mid-Market,Pune,23-05-2024,22-06-2024,149627,149627,20-06-2024,Paid,Annual License,Amit Verma,No,,0,28,0,Current,None
INV-0338,CUST-018,Chawla Hardware Stores,Mid-Market,Pune,24-02-2024,25-03-2024,188249,188249,20-04-2024,Late_Paid,Product Sale,Priya Sharma,No,,0,56,0,Current,None
INV-0339,CUST-019,Oberoi Paper Products,Mid-Market,Pune,10-02-2025,12-03-2025,81879,81879,26-04-2025,Late_Paid,Product Sale,Rahul Nair,No,,0,75,0,Current,None
INV-0340,CUST-020,Luthra Chemical Works,Mid-Market,Pune,11-07-2024,10-08-2024,126608,0,,Overdue,Annual License,Sneha Patel,No,,126608,,324,90+ Days,Critical - Escalate Now
INV-0341,CUST-021,Deshmukh Engineering Works,Mid-Market,Delhi,09-07-2024,08-08-2024,159813,159813,02-08-2024,Paid,Product Sale,Vikram Joshi,No,,0,24,0,Current,None
INV-0342,CUST-022,Patel Polymers & Plastics,Mid-Market,Delhi,09-09-2024,09-10-2024,112798,112798,18-09-2024,Paid,Maintenance Contract,Anita Reddy,No,,0,9,0,Current,None
INV-0343,CUST-023,Shah Global Exports,Mid-Market,Delhi,06-06-2024,06-07-2024,168189,168189,14-06-2024,Paid,Maintenance Contract,Karan Mehta,No,,0,8,0,Current,None
INV-0344,CUST-024,Kulkarni Consultancy Services,Mid-Market,Delhi,06-01-2024,05-02-2024,86121,86121,27-02-2024,Late_Paid,Maintenance Contract,Divya Singh,No,,0,52,0,Current,None
INV-0345,CUST-025,Joshi Precision Tools,Mid-Market,Delhi,11-10-2024,10-11-2024,138994,0,,Disputed,Consulting,Amit Verma,Yes,Contract Disagreement,138994,,232,90+ Days,High - Legal Review
INV-0346,CUST-026,Mehta Financial Advisors,Mid-Market,Delhi,10-10-2024,09-11-2024,178375,0,,Overdue,Maintenance Contract,Priya Sharma,No,,178375,,233,90+ Days,Critical - Escalate Now
INV-0347,CUST-027,Gandhi Trading House,Mid-Market,Delhi,30-07-2024,29-08-2024,133867,0,,Overdue,Maintenance Contract,Rahul Nair,No,,133867,,305,90+ Days,Critical - Escalate Now
INV-0348,CUST-028,Sawant Marine Services,Mid-Market,Delhi,27-03-2024,26-04-2024,151033,151033,17-04-2024,Paid,Annual License,Sneha Patel,No,,0,21,0,Current,None
INV-0349,CUST-029,Doshi Dye-Chem Industries,Mid-Market,Delhi,24-01-2025,23-02-2025,132305,132305,06-02-2025,Paid,Maintenance Contract,Vikram Joshi,No,,0,13,0,Current,None
INV-0350,CUST-030,Parikh Logistics & Warehousing,Mid-Market,Delhi,29-05-2024,28-06-2024,83578,83578,16-06-2024,Paid,Maintenance Contract,Anita Reddy,No,,0,18,0,Current,None
INV-0351,CUST-031,Kadam Agro Commodities,SME,Bangalore,10-05-2025,09-06-2025,44774,44774,22-05-2025,Paid,Maintenance Contract,Karan Mehta,No,,0,12,0,Current,None
INV-0352,CUST-032,Sheth Diamond Traders,SME,Bangalore,19-07-2024,18-08-2024,42476,42476,23-08-2024,Late_Paid,Maintenance Contract,Divya Singh,No,,0,35,0,Current,None
INV-0353,CUST-033,Pawar Heavy Equipments,SME,Bangalore,06-12-2024,05-01-2025,28303,28303,07-02-2025,Late_Paid,Maintenance Contract,Amit Verma,No,,0,63,0,Current,None
INV-0354,CUST-034,Thakkar Food Products,SME,Bangalore,16-03-2025,15-04-2025,29777,29777,31-03-2025,Paid,Maintenance Contract,Priya Sharma,No,,0,15,0,Current,None
INV-0355,CUST-035,Kunte Manufacturing Co.,SME,Bangalore,24-07-2024,23-08-2024,12239,8812.08,12-08-2024,Partial,Consulting,Rahul Nair,No,,3426.92,19,311,90+ Days,Critical - Escalate Now
INV-0356,CUST-036,Modi Retail Chain,SME,Bangalore,05-07-2024,04-08-2024,32127,0,,Overdue,Consulting,Sneha Patel,No,,32127,,330,90+ Days,Critical - Escalate Now
INV-0357,CUST-037,Desai Infrastructure Developers,SME,Bangalore,23-07-2024,22-08-2024,32375,32375,28-07-2024,Paid,Annual License,Vikram Joshi,No,,0,5,0,Current,None
INV-0358,CUST-038,Raut Metal Castings,SME,Bangalore,02-08-2024,01-09-2024,46001,46001,02-10-2024,Late_Paid,Product Sale,Anita Reddy,No,,0,61,0,Current,None
INV-0359,CUST-039,Bhatia Oil Refineries,SME,Bangalore,22-05-2024,21-06-2024,16060,16060,05-07-2024,Late_Paid,Maintenance Contract,Karan Mehta,No,,0,44,0,Current,None
INV-0360,CUST-040,Chavan Logistics Solutions,SME,Bangalore,21-01-2025,20-02-2025,42063,42063,22-03-2025,Late_Paid,Annual License,Divya Singh,No,,0,60,0,Current,None
INV-0361,CUST-041,Iyer & Associates,SME,Chennai,04-03-2025,03-04-2025,39867,39867,28-03-2025,Paid,Annual License,Amit Verma,No,,0,24,0,Current,None
INV-0362,CUST-042,Reddy Infrastructure Projects,SME,Chennai,21-04-2024,21-05-2024,35357,35357,04-07-2024,Late_Paid,Service Fee,Priya Sharma,No,,0,74,0,Current,None
INV-0363,CUST-043,Nair Maritime Agencies,SME,Chennai,06-01-2024,05-02-2024,17624,0,,Disputed,Consulting,Rahul Nair,Yes,Price Mismatch,17624,,511,90+ Days,High - Legal Review
INV-0364,CUST-044,Menon Biotech Labs,SME,Chennai,21-09-2024,21-10-2024,22020,22020,07-10-2024,Paid,Consulting,Sneha Patel,No,,0,16,0,Current,None
INV-0365,CUST-045,Naidu Electrical Systems,SME,Chennai,04-09-2024,04-10-2024,27749,0,,Disputed,Maintenance Contract,Vikram Joshi,Yes,Price Mismatch,27749,,269,90+ Days,High - Legal Review
INV-0366,CUST-046,Rao Automotive Components,SME,Chennai,01-03-2025,31-03-2025,18366,0,,Overdue,Product Sale,Anita Reddy,No,,18366,,91,90+ Days,Critical - Escalate Now
INV-0367,CUST-047,Krishnan Textile Mill,SME,Chennai,22-12-2024,21-01-2025,46885,46885,12-01-2025,Paid,Service Fee,Karan Mehta,No,,0,21,0,Current,None
INV-0368,CUST-048,Subramaniam Exports Pvt Ltd,SME,Chennai,22-12-2024,21-01-2025,12693,12693,15-02-2025,Late_Paid,Consulting,Divya Singh,No,,0,55,0,Current,None
INV-0369,CUST-049,Pillai Logistics Group,SME,Chennai,03-11-2024,03-12-2024,37266,37266,29-12-2024,Late_Paid,Product Sale,Amit Verma,No,,0,56,0,Current,None
INV-0370,CUST-050,Venkatesh Engineering Corp,SME,Chennai,17-06-2024,17-07-2024,11535,11535,27-06-2024,Paid,Annual License,Priya Sharma,No,,0,10,0,Current,None
INV-0371,CUST-051,Srinivasan Polymers,SME,Hyderabad,12-06-2024,12-07-2024,39215,39215,31-07-2024,Late_Paid,Consulting,Rahul Nair,No,,0,49,0,Current,None
INV-0372,CUST-052,Gowda Agri-Business,SME,Hyderabad,07-07-2024,06-08-2024,30914,13911.3,05-08-2024,Partial,Consulting,Sneha Patel,No,,17002.7,29,328,90+ Days,Critical - Escalate Now
INV-0373,CUST-053,Ranganathan Softwares,SME,Hyderabad,05-04-2025,05-05-2025,13822,7049.22,21-04-2025,Partial,Product Sale,Vikram Joshi,No,,6772.78,16,56,31-60 Days,Medium - Follow Up
INV-0374,CUST-054,Sivanandam Trading Co.,SME,Hyderabad,05-03-2024,04-04-2024,34992,26943.84,29-03-2024,Partial,Maintenance Contract,Anita Reddy,No,,8048.16,24,452,90+ Days,Critical - Escalate Now
INV-0375,CUST-055,Balakrishnan Real Estate,SME,Hyderabad,25-09-2024,25-10-2024,25236,10851.48,15-10-2024,Partial,Annual License,Karan Mehta,No,,14384.52,20,248,90+ Days,Critical - Escalate Now
INV-0376,CUST-056,Ramani Manufacturing,SME,Hyderabad,01-02-2025,03-03-2025,36192,36192,30-03-2025,Late_Paid,Maintenance Contract,Divya Singh,No,,0,57,0,Current,None
INV-0377,CUST-057,Vijayalakshmi Heavy Industries,SME,Hyderabad,25-06-2024,25-07-2024,20517,20517,18-07-2024,Paid,Annual License,Amit Verma,No,,0,23,0,Current,None
INV-0378,CUST-058,Jayaraman Logistics,SME,Hyderabad,17-05-2024,16-06-2024,17247,17247,25-05-2024,Paid,Maintenance Contract,Priya Sharma,No,,0,8,0,Current,None
INV-0379,CUST-059,Thomas Marine Eng,SME,Hyderabad,17-01-2025,16-02-2025,49935,49935,10-02-2025,Paid,Consulting,Rahul Nair,No,,0,24,0,Current,None
INV-0380,CUST-060,Sunder Rao Traders,SME,Hyderabad,27-01-2025,26-02-2025,35371,35371,23-02-2025,Paid,Annual License,Sneha Patel,No,,0,27,0,Current,None
INV-0381,CUST-061,Bharat Industrial Supplies,Retail,Ahmedabad,19-06-2024,19-07-2024,2888,2888,04-07-2024,Paid,Service Fee,Vikram Joshi,No,,0,15,0,Current,None
INV-0382,CUST-062,Coastal Shipping & Logistics,Retail,Ahmedabad,09-04-2024,09-05-2024,7208,0,,Disputed,Consulting,Anita Reddy,Yes,Goods Not Received,7208,,417,90+ Days,High - Legal Review
INV-0383,CUST-063,Summit Engineering Services,Retail,Ahmedabad,21-05-2025,20-06-2025,7051,7051,17-06-2025,Paid,Consulting,Karan Mehta,No,,0,27,0,Current,None
INV-0384,CUST-064,Apex Mercantile Group,Retail,Ahmedabad,15-05-2025,14-06-2025,3958,3958,29-05-2025,Paid,Service Fee,Divya Singh,No,,0,14,0,Current,None
INV-0385,CUST-065,Horizon Agri-Tech,Retail,Ahmedabad,08-10-2024,07-11-2024,7510,7510,27-10-2024,Paid,Service Fee,Amit Verma,No,,0,19,0,Current,None
INV-0386,CUST-066,Prime Steel Fabricators,Retail,Ahmedabad,22-05-2025,21-06-2025,3115,1993.6,25-06-2025,Partial,Annual License,Priya Sharma,No,,1121.4,34,9,0-30 Days,Low - Monitor
INV-0387,CUST-067,Unity Wholesale Distributors,Retail,Ahmedabad,06-10-2024,05-11-2024,3319,0,,Overdue,Consulting,Rahul Nair,No,,3319,,237,90+ Days,Critical - Escalate Now
INV-0388,CUST-068,Zenith Chemical Solutions,Retail,Ahmedabad,11-03-2025,10-04-2025,8651,8651,17-04-2025,Late_Paid,Maintenance Contract,Sneha Patel,No,,0,37,0,Current,None
INV-0389,CUST-069,Dynamic Infrastructure Pvt Ltd,Retail,Ahmedabad,26-09-2024,26-10-2024,5299,2702.49,09-10-2024,Partial,Consulting,Vikram Joshi,No,,2596.51,13,247,90+ Days,Critical - Escalate Now
INV-0390,CUST-070,Global Trade Connect,Retail,Ahmedabad,25-03-2024,24-04-2024,8006,0,,Disputed,Annual License,Anita Reddy,Yes,Duplicate Invoice,8006,,432,90+ Days,High - Legal Review
INV-0391,CUST-071,Legacy Building Materials,Retail,Kolkata,22-05-2024,21-06-2024,2694,2694,14-06-2024,Paid,Product Sale,Karan Mehta,No,,0,23,0,Current,None
INV-0392,CUST-072,Elite Retail Solutions,Retail,Kolkata,26-12-2024,25-01-2025,7509,0,,Overdue,Maintenance Contract,Divya Singh,No,,7509,,156,90+ Days,Critical - Escalate Now
INV-0393,CUST-073,Vantage Construction Co.,Retail,Kolkata,23-10-2024,22-11-2024,6763,6763,23-12-2024,Late_Paid,Service Fee,Amit Verma,No,,0,61,0,Current,None
INV-0394,CUST-074,Metro Freight Forwarders,Retail,Kolkata,07-05-2024,06-06-2024,9253,0,,Overdue,Service Fee,Priya Sharma,No,,9253,,389,90+ Days,Critical - Escalate Now
INV-0395,CUST-075,Standard Electrical Industries,Retail,Kolkata,22-10-2024,21-11-2024,9064,0,,Disputed,Consulting,Rahul Nair,Yes,Goods Not Received,9064,,221,90+ Days,High - Legal Review
INV-0396,CUST-076,Integrated Logistics Partners,Retail,Kolkata,25-07-2024,24-08-2024,6327,0,,Overdue,Product Sale,Sneha Patel,No,,6327,,310,90+ Days,Critical - Escalate Now
INV-0397,CUST-077,Continental Trading Syndicate,Retail,Kolkata,11-10-2024,10-11-2024,5302,5302,16-12-2024,Late_Paid,Consulting,Vikram Joshi,No,,0,66,0,Current,None
INV-0398,CUST-078,Superior Packing Systems,Retail,Kolkata,03-01-2024,02-02-2024,2342,2342,28-01-2024,Paid,Consulting,Anita Reddy,No,,0,25,0,Current,None
INV-0399,CUST-079,Essential Agro Exports,Retail,Kolkata,07-08-2024,06-09-2024,2229,0,,Overdue,Service Fee,Karan Mehta,No,,2229,,297,90+ Days,Critical - Escalate Now
INV-0400,CUST-080,Modern Infrastructure Consultants,Retail,Kolkata,21-05-2025,20-06-2025,9218,9218,30-07-2025,Late_Paid,Maintenance Contract,Divya Singh,No,,0,70,0,Current,None
INV-0401,CUST-001,Malhotra Construction Group,Enterprise,Mumbai,13-05-2024,12-06-2024,906930,906930,08-06-2024,Paid,Maintenance Contract,Amit Verma,No,,0,26,0,Current,None
INV-0402,CUST-002,Khanna Electricals & Co.,Enterprise,Mumbai,17-02-2024,18-03-2024,556966,384306.54,25-03-2024,Partial,Product Sale,Priya Sharma,No,,172659.46,37,469,90+ Days,Critical - Escalate Now
INV-0403,CUST-003,Singh Freight Carriers,Enterprise,Mumbai,27-03-2025,26-04-2025,1223219,941878.63,05-05-2025,Partial,Service Fee,Rahul Nair,No,,281340.37,39,65,61-90 Days,High - Manager Call
INV-0404,CUST-004,Bhatia Polymers Pvt Ltd,Enterprise,Mumbai,08-05-2024,07-06-2024,562404,0,,Disputed,Product Sale,Sneha Patel,Yes,Quality Issue,562404,,388,90+ Days,High - Legal Review
INV-0405,CUST-005,Verma Associates,Enterprise,Mumbai,15-01-2025,14-02-2025,514347,514347,01-02-2025,Paid,Product Sale,Vikram Joshi,No,,0,17,0,Current,None
INV-0406,CUST-006,Chopra Cold Storage,Enterprise,Mumbai,27-08-2024,26-09-2024,667467,360432.18,21-09-2024,Partial,Product Sale,Anita Reddy,No,,307034.82,25,277,90+ Days,Critical - Escalate Now
INV-0407,CUST-007,Sethi Textiles & Fabrics,Enterprise,Mumbai,15-05-2024,14-06-2024,1165440,1165440,20-05-2024,Paid,Product Sale,Karan Mehta,No,,0,5,0,Current,None
INV-0408,CUST-008,Aggarwal Spices Trading,Enterprise,Mumbai,03-05-2024,02-06-2024,315014,315014,23-05-2024,Paid,Service Fee,Divya Singh,No,,0,20,0,Current,None
INV-0409,CUST-009,Tandon Auto Parts,Enterprise,Mumbai,22-08-2024,21-09-2024,600835,600835,06-09-2024,Paid,Product Sale,Amit Verma,No,,0,15,0,Current,None
INV-0410,CUST-010,Gill Agricultural Implements,Enterprise,Mumbai,02-11-2024,02-12-2024,406480,406480,09-11-2024,Paid,Service Fee,Priya Sharma,No,,0,7,0,Current,None
INV-0411,CUST-011,Dhawan Pharmaceuticals,Mid-Market,Pune,09-01-2024,08-02-2024,193737,193737,25-01-2024,Paid,Consulting,Rahul Nair,No,,0,16,0,Current,None
INV-0412,CUST-012,Rawat Real Estate,Mid-Market,Pune,04-06-2024,04-07-2024,100595,100595,14-07-2024,Late_Paid,Service Fee,Sneha Patel,No,,0,40,0,Current,None
INV-0413,CUST-013,Jain Packaging Solutions,Mid-Market,Pune,23-05-2024,22-06-2024,104026,104026,24-07-2024,Late_Paid,Maintenance Contract,Vikram Joshi,No,,0,62,0,Current,None
INV-0414,CUST-014,Kapur Infrastructure,Mid-Market,Pune,10-10-2024,09-11-2024,139914,0,,Overdue,Service Fee,Anita Reddy,No,,139914,,233,90+ Days,Critical - Escalate Now
INV-0415,CUST-015,Sahni Hospitality Services,Mid-Market,Pune,15-04-2024,15-05-2024,72126,0,,Overdue,Maintenance Contract,Karan Mehta,No,,72126,,411,90+ Days,Critical - Escalate Now
INV-0416,CUST-016,Bakshi Steel Syndicate,Mid-Market,Pune,12-07-2024,11-08-2024,84974,84974,24-07-2024,Paid,Product Sale,Divya Singh,No,,0,12,0,Current,None
INV-0417,CUST-017,Sachdeva Marketing Agency,Mid-Market,Pune,27-09-2024,27-10-2024,163990,0,,Disputed,Annual License,Amit Verma,Yes,Price Mismatch,163990,,246,90+ Days,High - Legal Review
INV-0418,CUST-018,Chawla Hardware Stores,Mid-Market,Pune,16-03-2025,15-04-2025,94045,0,,Overdue,Consulting,Priya Sharma,No,,94045,,76,61-90 Days,High - Manager Call
INV-0419,CUST-019,Oberoi Paper Products,Mid-Market,Pune,06-03-2025,05-04-2025,169674,169674,13-03-2025,Paid,Consulting,Rahul Nair,No,,0,7,0,Current,None
INV-0420,CUST-020,Luthra Chemical Works,Mid-Market,Pune,31-01-2024,01-03-2024,165194,0,,Overdue,Product Sale,Sneha Patel,No,,165194,,486,90+ Days,Critical - Escalate Now
